feature,is_b1,mean_abs_shap,mean_shap,mean_value,std_value
orders_per_active_day_30d,False,0.001208573522018927,0.0006934804672323508,0.2169739944884926,0.3895748488409543
b1_pre_last_order_carts_7d,True,0.00118803810192307,-4.7995039225191526e-05,3.33915,7.188559272812826
post_order_active_share,False,0.0011199239027810193,-0.0001726743798884754,0.25421005844971867,0.24268313653580423
gmv_max_all,False,0.001111006788876465,3.935413062054993e-05,230.5688400266336,477.032460623647
b1_weekend_order_share_all,True,0.0010595009512284334,3.0101953529638882e-05,0.24410459713452495,0.218289318025434
search_to_cart_sum_120d,False,0.0010536191240430152,1.2129396422089076e-05,42.25095,72.31755684350361
search_to_cart_sum_7d,False,0.0010529595727857212,0.0002752011021397516,2.9171500000000004,6.567259967824933
b1_order_gmv_top3_sum,True,0.001039855257936704,-0.00016491602895155202,421.697510280476,838.0172637630867
b1_searches_day_max_90d,True,0.0010248705834528266,0.00010878297642397235,12.6846,12.848943067110142
b1_cart_heavy_no_order_score,True,0.0010214928770396604,0.00010875622998910396,4.004466554046124,4.50113811877597
b1_search_no_cart_days_90d,True,0.0010086993804373306,-8.999472188188892e-05,14.12876,11.243947344833867
to_ord_max_all,False,0.000993681480106773,-0.0003475221059142814,3.1031899999999997,3.472604582342939
search_to_ord_sum_120d,False,0.0009729828840691073,-0.0005337836923100873,10.87773,21.580773841353786
gmv_search_sum_7d,False,0.0009649198618997306,-0.0001887222785145744,21.287149344246796,104.42551858494784
gmv_cat_sum_all,False,0.0009613779940123974,-2.8238971926983417e-05,70.59561870165876,314.20558047792224
has_cat_to_cart_sum_all,False,0.0009497374331720803,0.00010313065701105377,4.318289999999999,9.549554953692624
orders_per_active_day_60d,False,0.0009418831126136714,-2.4210853428784094e-05,0.21625516956299545,0.34074340993817465
orders_per_active_day_120d,False,0.0009262573315624637,4.625101018894415e-05,0.21817865587290375,0.3110504195365993
cat_to_cart_sum_30d,False,0.0009239279580802349,-3.333884694476306e-05,0.8861,3.7894752842731743
recency_gmv_days,False,0.0008912514420807227,-6.63106989614271e-05,1477.66752,3496.112500819389
b1_searches_day_max_30d,True,0.0008637040752514512,-0.00019267922718626114,8.76699,10.063904714795559
search_to_cart_sum_60d,False,0.0008328017521394833,4.464855278621331e-05,23.21631,41.25615544038109
b1_search_days_30d,True,0.0008127026115657887,0.00012759730102178076,8.97706,6.9086071400718625
search_to_ord_max_all,False,0.0008060806080414497,-0.00011764757949943747,2.98846,3.338812216115529
b1_route_mixed_to_order_rate_90d,True,0.0007964030892044041,1.4063404350010035e-06,0.15183847987160087,0.26895914144076194
